Step,Loss,Learning Rate,Epoch,Global Step,eval_accuracy
1,3.3353,5.000000000000001e-07,0.017094017094017096,1,N/A
2,3.5383,1.0000000000000002e-06,0.03418803418803419,2,N/A
3,3.9209,1.5e-06,0.05128205128205128,3,N/A
4,2.5032,2.0000000000000003e-06,0.06837606837606838,4,N/A
5,2.7443,2.5e-06,0.08547008547008547,5,N/A
6,3.2896,3e-06,0.10256410256410256,6,N/A
7,3.2292,3.5000000000000004e-06,0.11965811965811966,7,N/A
8,3.4463,4.000000000000001e-06,0.13675213675213677,8,N/A
9,3.4972,4.5e-06,0.15384615384615385,9,N/A
10,3.4161,5e-06,0.17094017094017094,10,N/A
11,2.585,5.500000000000001e-06,0.18803418803418803,11,N/A
12,3.1247,6e-06,0.20512820512820512,12,N/A
13,2.8759,6.5000000000000004e-06,0.2222222222222222,13,N/A
14,3.3548,7.000000000000001e-06,0.23931623931623933,14,N/A
15,3.0852,7.5e-06,0.2564102564102564,15,N/A
16,2.9223,8.000000000000001e-06,0.27350427350427353,16,N/A
17,3.2942,8.500000000000002e-06,0.2905982905982906,17,N/A
18,3.3532,9e-06,0.3076923076923077,18,N/A
19,2.9227,9.5e-06,0.3247863247863248,19,N/A
20,3.7686,1e-05,0.3418803418803419,20,N/A
21,3.2428,1.05e-05,0.358974358974359,21,N/A
22,2.6464,1.1000000000000001e-05,0.37606837606837606,22,N/A
23,2.3537,1.1500000000000002e-05,0.39316239316239315,23,N/A
24,2.1925,1.2e-05,0.41025641025641024,24,N/A
25,2.4252,1.25e-05,0.42735042735042733,25,N/A
26,2.1704,1.3000000000000001e-05,0.4444444444444444,26,N/A
27,2.1938,1.3500000000000001e-05,0.46153846153846156,27,N/A
28,2.5632,1.4000000000000001e-05,0.47863247863247865,28,N/A
29,2.4659,1.45e-05,0.49572649572649574,29,N/A
30,2.0788,1.5e-05,0.5128205128205128,30,N/A
31,1.6477,1.55e-05,0.5299145299145299,31,N/A
32,2.0593,1.6000000000000003e-05,0.5470085470085471,32,N/A
33,1.9875,1.65e-05,0.5641025641025641,33,N/A
34,2.1119,1.7000000000000003e-05,0.5811965811965812,34,N/A
35,1.6747,1.75e-05,0.5982905982905983,35,N/A
36,1.6132,1.8e-05,0.6153846153846154,36,N/A
37,2.0017,1.85e-05,0.6324786324786325,37,N/A
38,1.6758,1.9e-05,0.6495726495726496,38,N/A
39,1.3616,1.9500000000000003e-05,0.6666666666666666,39,N/A
40,1.5555,2e-05,0.6837606837606838,40,N/A
41,1.679,2.05e-05,0.7008547008547008,41,N/A
42,1.5721,2.1e-05,0.717948717948718,42,N/A
43,1.3227,2.15e-05,0.7350427350427351,43,N/A
44,1.3068,2.2000000000000003e-05,0.7521367521367521,44,N/A
45,1.1941,2.25e-05,0.7692307692307693,45,N/A
46,1.3797,2.3000000000000003e-05,0.7863247863247863,46,N/A
47,1.3024,2.35e-05,0.8034188034188035,47,N/A
48,1.1509,2.4e-05,0.8205128205128205,48,N/A
49,1.3124,2.45e-05,0.8376068376068376,49,N/A
50,1.38,2.5e-05,0.8547008547008547,50,N/A
51,1.0766,2.5500000000000003e-05,0.8717948717948718,51,N/A
52,1.1353,2.6000000000000002e-05,0.8888888888888888,52,N/A
53,1.1135,2.6500000000000004e-05,0.905982905982906,53,N/A
54,1.0811,2.7000000000000002e-05,0.9230769230769231,54,N/A
