Step,Loss,Learning Rate,Epoch,Global Step,eval_accuracy
1,1.6362,5.000000000000001e-07,0.017094017094017096,1,N/A
2,1.7708,1.0000000000000002e-06,0.03418803418803419,2,N/A
3,1.7034,1.5e-06,0.05128205128205128,3,N/A
4,1.7163,2.0000000000000003e-06,0.06837606837606838,4,N/A
5,1.6278,2.5e-06,0.08547008547008547,5,N/A
6,1.5885,3e-06,0.10256410256410256,6,N/A
7,1.6478,3.5000000000000004e-06,0.11965811965811966,7,N/A
8,1.5245,4.000000000000001e-06,0.13675213675213677,8,N/A
9,1.602,4.5e-06,0.15384615384615385,9,N/A
10,1.6528,5e-06,0.17094017094017094,10,N/A
11,1.5117,5.500000000000001e-06,0.18803418803418803,11,N/A
12,1.4158,6e-06,0.20512820512820512,12,N/A
13,1.5919,6.5000000000000004e-06,0.2222222222222222,13,N/A
14,1.5041,7.000000000000001e-06,0.23931623931623933,14,N/A
15,1.4669,7.5e-06,0.2564102564102564,15,N/A
16,1.4377,8.000000000000001e-06,0.27350427350427353,16,N/A
17,1.3881,8.500000000000002e-06,0.2905982905982906,17,N/A
18,1.4494,9e-06,0.3076923076923077,18,N/A
19,1.4775,9.5e-06,0.3247863247863248,19,N/A
20,1.578,1e-05,0.3418803418803419,20,N/A
N/A,N/A,N/A,N/A,N/A,0.26119402985074625
21,1.4404,1.05e-05,0.358974358974359,21,N/A
22,1.5038,1.1000000000000001e-05,0.37606837606837606,22,N/A
23,1.4193,1.1500000000000002e-05,0.39316239316239315,23,N/A
24,1.4953,1.2e-05,0.41025641025641024,24,N/A
25,1.3353,1.25e-05,0.42735042735042733,25,N/A
26,1.354,1.3000000000000001e-05,0.4444444444444444,26,N/A
27,1.2543,1.3500000000000001e-05,0.46153846153846156,27,N/A
28,1.299,1.4000000000000001e-05,0.47863247863247865,28,N/A
29,1.2457,1.45e-05,0.49572649572649574,29,N/A
30,1.1775,1.5e-05,0.5128205128205128,30,N/A
31,1.1992,1.55e-05,0.5299145299145299,31,N/A
32,1.1469,1.6000000000000003e-05,0.5470085470085471,32,N/A
33,1.1695,1.65e-05,0.5641025641025641,33,N/A
34,1.1316,1.7000000000000003e-05,0.5811965811965812,34,N/A
35,1.212,1.75e-05,0.5982905982905983,35,N/A
36,1.1184,1.8e-05,0.6153846153846154,36,N/A
37,1.0238,1.85e-05,0.6324786324786325,37,N/A
38,0.9654,1.9e-05,0.6495726495726496,38,N/A
39,1.0892,1.9500000000000003e-05,0.6666666666666666,39,N/A
40,1.0059,2e-05,0.6837606837606838,40,N/A
N/A,N/A,N/A,N/A,N/A,0.9029850746268657
41,0.9264,2.05e-05,0.7008547008547008,41,N/A
42,0.9553,2.1e-05,0.717948717948718,42,N/A
43,0.8529,2.15e-05,0.7350427350427351,43,N/A
44,0.8299,2.2000000000000003e-05,0.7521367521367521,44,N/A
45,0.8719,2.25e-05,0.7692307692307693,45,N/A
46,0.7632,2.3000000000000003e-05,0.7863247863247863,46,N/A
47,0.634,2.35e-05,0.8034188034188035,47,N/A
48,0.722,2.4e-05,0.8205128205128205,48,N/A
49,0.7263,2.45e-05,0.8376068376068376,49,N/A
50,0.9499,2.5e-05,0.8547008547008547,50,N/A
51,0.5279,2.5500000000000003e-05,0.8717948717948718,51,N/A
52,0.5693,2.6000000000000002e-05,0.8888888888888888,52,N/A
53,0.5124,2.6500000000000004e-05,0.905982905982906,53,N/A
54,0.4505,2.7000000000000002e-05,0.9230769230769231,54,N/A
55,0.5419,2.7500000000000004e-05,0.9401709401709402,55,N/A
56,0.6421,2.8000000000000003e-05,0.9572649572649573,56,N/A
57,0.4822,2.8499999999999998e-05,0.9743589743589743,57,N/A
58,0.7185,2.9e-05,0.9914529914529915,58,N/A
59,0.247,2.95e-05,1.0,59,N/A
60,0.2796,3e-05,1.017094017094017,60,N/A
N/A,N/A,N/A,N/A,N/A,0.9776119402985075
61,0.3325,3.05e-05,1.0341880341880343,61,N/A
62,0.3802,3.1e-05,1.0512820512820513,62,N/A
63,0.2131,3.15e-05,1.0683760683760684,63,N/A
64,0.3414,3.2000000000000005e-05,1.0854700854700854,64,N/A
65,0.3702,3.2500000000000004e-05,1.1025641025641026,65,N/A
66,0.3726,3.3e-05,1.1196581196581197,66,N/A
67,0.3908,3.35e-05,1.1367521367521367,67,N/A
68,0.3857,3.4000000000000007e-05,1.1538461538461537,68,N/A
69,0.191,3.45e-05,1.170940170940171,69,N/A
70,0.2653,3.5e-05,1.188034188034188,70,N/A
71,0.2511,3.55e-05,1.205128205128205,71,N/A
72,0.2148,3.6e-05,1.2222222222222223,72,N/A
73,0.2522,3.65e-05,1.2393162393162394,73,N/A
74,0.1954,3.7e-05,1.2564102564102564,74,N/A
75,0.4456,3.7500000000000003e-05,1.2735042735042734,75,N/A
76,0.1294,3.8e-05,1.2905982905982907,76,N/A
77,0.1955,3.85e-05,1.3076923076923077,77,N/A
78,0.1683,3.9000000000000006e-05,1.3247863247863247,78,N/A
79,0.2465,3.9500000000000005e-05,1.341880341880342,79,N/A
80,0.139,4e-05,1.358974358974359,80,N/A
N/A,N/A,N/A,N/A,N/A,0.9850746268656716
81,0.1511,4.05e-05,1.376068376068376,81,N/A
82,0.1006,4.1e-05,1.393162393162393,82,N/A
83,0.324,4.15e-05,1.4102564102564101,83,N/A
84,0.1041,4.2e-05,1.4273504273504274,84,N/A
85,0.0649,4.25e-05,1.4444444444444444,85,N/A
86,0.099,4.3e-05,1.4615384615384617,86,N/A
87,0.4279,4.35e-05,1.4786324786324787,87,N/A
88,0.0977,4.4000000000000006e-05,1.4957264957264957,88,N/A
89,0.0432,4.4500000000000004e-05,1.5128205128205128,89,N/A
90,0.0351,4.5e-05,1.5299145299145298,90,N/A
91,0.0576,4.55e-05,1.547008547008547,91,N/A
92,0.3475,4.600000000000001e-05,1.564102564102564,92,N/A
93,0.3367,4.6500000000000005e-05,1.5811965811965814,93,N/A
94,0.3287,4.7e-05,1.5982905982905984,94,N/A
95,0.4786,4.75e-05,1.6153846153846154,95,N/A
96,0.163,4.8e-05,1.6324786324786325,96,N/A
97,0.1483,4.85e-05,1.6495726495726495,97,N/A
98,0.1904,4.9e-05,1.6666666666666665,98,N/A
99,0.0658,4.9500000000000004e-05,1.6837606837606838,99,N/A
100,0.0242,5e-05,1.7008547008547008,100,N/A
N/A,N/A,N/A,N/A,N/A,0.9776119402985075
101,0.1302,5.05e-05,1.717948717948718,101,N/A
102,0.1797,5.1000000000000006e-05,1.735042735042735,102,N/A
103,0.5648,5.1500000000000005e-05,1.7521367521367521,103,N/A
104,0.0626,5.2000000000000004e-05,1.7692307692307692,104,N/A
105,0.0187,5.25e-05,1.7863247863247862,105,N/A
106,0.0458,5.300000000000001e-05,1.8034188034188035,106,N/A
107,0.08,5.3500000000000006e-05,1.8205128205128205,107,N/A
108,0.21,5.4000000000000005e-05,1.8376068376068377,108,N/A
109,0.0584,5.45e-05,1.8547008547008548,109,N/A
110,0.119,5.500000000000001e-05,1.8717948717948718,110,N/A
111,0.0566,5.550000000000001e-05,1.8888888888888888,111,N/A
112,0.0422,5.6000000000000006e-05,1.9059829059829059,112,N/A
113,0.0321,5.65e-05,1.9230769230769231,113,N/A
114,0.2924,5.6999999999999996e-05,1.9401709401709402,114,N/A
115,0.0311,5.7499999999999995e-05,1.9572649572649574,115,N/A
116,0.2478,5.8e-05,1.9743589743589745,116,N/A
117,0.2188,5.85e-05,1.9914529914529915,117,N/A
118,0.0297,5.9e-05,2.0,118,N/A
119,0.0473,5.95e-05,2.017094017094017,119,N/A
120,0.0713,6e-05,2.034188034188034,120,N/A
N/A,N/A,N/A,N/A,N/A,0.9850746268656716
121,0.009,6.05e-05,2.051282051282051,121,N/A
122,0.0142,6.1e-05,2.0683760683760686,122,N/A
123,0.0258,6.15e-05,2.0854700854700856,123,N/A
124,0.268,6.2e-05,2.1025641025641026,124,N/A
125,0.021,6.25e-05,2.1196581196581197,125,N/A
126,0.5771,6.3e-05,2.1367521367521367,126,N/A
127,0.0279,6.35e-05,2.1538461538461537,127,N/A
128,0.2379,6.400000000000001e-05,2.1709401709401708,128,N/A
129,0.0243,6.450000000000001e-05,2.1880341880341883,129,N/A
130,0.0197,6.500000000000001e-05,2.2051282051282053,130,N/A
131,0.0137,6.55e-05,2.2222222222222223,131,N/A
132,0.5398,6.6e-05,2.2393162393162394,132,N/A
133,0.0159,6.65e-05,2.2564102564102564,133,N/A
134,0.0081,6.7e-05,2.2735042735042734,134,N/A
135,0.0188,6.750000000000001e-05,2.2905982905982905,135,N/A
136,0.0108,6.800000000000001e-05,2.3076923076923075,136,N/A
137,0.0091,6.850000000000001e-05,2.324786324786325,137,N/A
138,0.01,6.9e-05,2.341880341880342,138,N/A
139,0.008,6.95e-05,2.358974358974359,139,N/A
140,0.2998,7e-05,2.376068376068376,140,N/A
N/A,N/A,N/A,N/A,N/A,0.9850746268656716
141,0.0072,7.05e-05,2.393162393162393,141,N/A
142,0.3164,7.1e-05,2.41025641025641,142,N/A
143,0.0077,7.15e-05,2.427350427350427,143,N/A
144,0.0044,7.2e-05,2.4444444444444446,144,N/A
145,0.0208,7.25e-05,2.4615384615384617,145,N/A
146,0.0054,7.3e-05,2.4786324786324787,146,N/A
147,0.285,7.35e-05,2.4957264957264957,147,N/A
148,0.0036,7.4e-05,2.5128205128205128,148,N/A
149,0.0045,7.450000000000001e-05,2.52991452991453,149,N/A
150,0.0035,7.500000000000001e-05,2.547008547008547,150,N/A
151,0.0049,7.55e-05,2.564102564102564,151,N/A
152,0.5036,7.6e-05,2.5811965811965814,152,N/A
153,0.0043,7.65e-05,2.5982905982905984,153,N/A
154,0.3022,7.7e-05,2.6153846153846154,154,N/A
155,0.0219,7.75e-05,2.6324786324786325,155,N/A
156,0.0045,7.800000000000001e-05,2.6495726495726495,156,N/A
157,0.0075,7.850000000000001e-05,2.6666666666666665,157,N/A
158,0.0047,7.900000000000001e-05,2.683760683760684,158,N/A
159,0.0023,7.950000000000001e-05,2.700854700854701,159,N/A
160,0.3345,8e-05,2.717948717948718,160,N/A
N/A,N/A,N/A,N/A,N/A,0.9850746268656716
161,0.2592,8.05e-05,2.735042735042735,161,N/A
162,0.6668,8.1e-05,2.752136752136752,162,N/A
163,0.0074,8.15e-05,2.769230769230769,163,N/A
164,0.0073,8.2e-05,2.786324786324786,164,N/A
165,0.0033,8.25e-05,2.8034188034188032,165,N/A
166,0.2002,8.3e-05,2.8205128205128203,166,N/A
167,1.186,8.35e-05,2.8376068376068377,167,N/A
168,0.3764,8.4e-05,2.8547008547008548,168,N/A
169,0.0095,8.450000000000001e-05,2.871794871794872,169,N/A
170,0.0052,8.5e-05,2.888888888888889,170,N/A
171,0.3372,8.55e-05,2.905982905982906,171,N/A
172,0.0034,8.6e-05,2.9230769230769234,172,N/A
