Step,Loss,Learning Rate,Epoch,Global Step,eval_accuracy
1,1.7778,5.000000000000001e-07,0.017094017094017096,1,N/A
2,1.8958,1.0000000000000002e-06,0.03418803418803419,2,N/A
3,1.5617,1.5e-06,0.05128205128205128,3,N/A
4,1.5727,2.0000000000000003e-06,0.06837606837606838,4,N/A
5,1.6191,2.5e-06,0.08547008547008547,5,N/A
6,1.8199,3e-06,0.10256410256410256,6,N/A
7,1.5419,3.5000000000000004e-06,0.11965811965811966,7,N/A
8,1.5444,4.000000000000001e-06,0.13675213675213677,8,N/A
9,1.6048,4.5e-06,0.15384615384615385,9,N/A
10,1.5419,5e-06,0.17094017094017094,10,N/A
11,1.7138,5.500000000000001e-06,0.18803418803418803,11,N/A
12,1.7444,6e-06,0.20512820512820512,12,N/A
13,1.6309,6.5000000000000004e-06,0.2222222222222222,13,N/A
14,1.7895,7.000000000000001e-06,0.23931623931623933,14,N/A
15,1.6952,7.5e-06,0.2564102564102564,15,N/A
16,1.4954,8.000000000000001e-06,0.27350427350427353,16,N/A
17,1.5024,8.500000000000002e-06,0.2905982905982906,17,N/A
18,1.3344,9e-06,0.3076923076923077,18,N/A
19,1.6343,9.5e-06,0.3247863247863248,19,N/A
20,1.598,1e-05,0.3418803418803419,20,N/A
N/A,N/A,N/A,N/A,N/A,0.208955223880597
21,1.5646,1.05e-05,0.358974358974359,21,N/A
22,1.5895,1.1000000000000001e-05,0.37606837606837606,22,N/A
23,1.5276,1.1500000000000002e-05,0.39316239316239315,23,N/A
24,1.5914,1.2e-05,0.41025641025641024,24,N/A
25,1.582,1.25e-05,0.42735042735042733,25,N/A
26,1.5228,1.3000000000000001e-05,0.4444444444444444,26,N/A
27,1.498,1.3500000000000001e-05,0.46153846153846156,27,N/A
28,1.4847,1.4000000000000001e-05,0.47863247863247865,28,N/A
29,1.6235,1.45e-05,0.49572649572649574,29,N/A
30,1.5214,1.5e-05,0.5128205128205128,30,N/A
31,1.6452,1.55e-05,0.5299145299145299,31,N/A
32,1.4833,1.6000000000000003e-05,0.5470085470085471,32,N/A
33,1.5207,1.65e-05,0.5641025641025641,33,N/A
34,1.5616,1.7000000000000003e-05,0.5811965811965812,34,N/A
35,1.3947,1.75e-05,0.5982905982905983,35,N/A
36,1.5202,1.8e-05,0.6153846153846154,36,N/A
37,1.4862,1.85e-05,0.6324786324786325,37,N/A
38,1.5627,1.9e-05,0.6495726495726496,38,N/A
39,1.4069,1.9500000000000003e-05,0.6666666666666666,39,N/A
40,1.6099,2e-05,0.6837606837606838,40,N/A
N/A,N/A,N/A,N/A,N/A,0.4253731343283582
41,1.326,2.05e-05,0.7008547008547008,41,N/A
42,1.5693,2.1e-05,0.717948717948718,42,N/A
43,1.5986,2.15e-05,0.7350427350427351,43,N/A
44,1.4192,2.2000000000000003e-05,0.7521367521367521,44,N/A
45,1.4448,2.25e-05,0.7692307692307693,45,N/A
46,1.414,2.3000000000000003e-05,0.7863247863247863,46,N/A
47,1.3627,2.35e-05,0.8034188034188035,47,N/A
48,1.4166,2.4e-05,0.8205128205128205,48,N/A
49,1.4586,2.45e-05,0.8376068376068376,49,N/A
50,1.5397,2.5e-05,0.8547008547008547,50,N/A
51,1.2245,2.5500000000000003e-05,0.8717948717948718,51,N/A
52,1.4551,2.6000000000000002e-05,0.8888888888888888,52,N/A
53,1.6066,2.6500000000000004e-05,0.905982905982906,53,N/A
54,1.2158,2.7000000000000002e-05,0.9230769230769231,54,N/A
55,1.4737,2.7500000000000004e-05,0.9401709401709402,55,N/A
56,1.3327,2.8000000000000003e-05,0.9572649572649573,56,N/A
57,1.4406,2.8499999999999998e-05,0.9743589743589743,57,N/A
58,1.3763,2.9e-05,0.9914529914529915,58,N/A
59,0.5724,2.95e-05,1.0,59,N/A
60,1.2072,3e-05,1.017094017094017,60,N/A
N/A,N/A,N/A,N/A,N/A,0.5447761194029851
61,1.3917,3.05e-05,1.0341880341880343,61,N/A
62,1.3967,3.1e-05,1.0512820512820513,62,N/A
63,0.99,3.15e-05,1.0683760683760684,63,N/A
64,1.4139,3.2000000000000005e-05,1.0854700854700854,64,N/A
65,1.4735,3.2500000000000004e-05,1.1025641025641026,65,N/A
66,1.2573,3.3e-05,1.1196581196581197,66,N/A
67,1.0714,3.35e-05,1.1367521367521367,67,N/A
68,1.3228,3.4000000000000007e-05,1.1538461538461537,68,N/A
69,1.2616,3.45e-05,1.170940170940171,69,N/A
70,1.1278,3.5e-05,1.188034188034188,70,N/A
71,1.4026,3.55e-05,1.205128205128205,71,N/A
72,0.9146,3.6e-05,1.2222222222222223,72,N/A
73,1.324,3.65e-05,1.2393162393162394,73,N/A
74,1.4694,3.7e-05,1.2564102564102564,74,N/A
75,1.3824,3.7500000000000003e-05,1.2735042735042734,75,N/A
76,0.9614,3.8e-05,1.2905982905982907,76,N/A
77,0.9816,3.85e-05,1.3076923076923077,77,N/A
78,1.1607,3.9000000000000006e-05,1.3247863247863247,78,N/A
79,1.1393,3.9500000000000005e-05,1.341880341880342,79,N/A
80,1.093,4e-05,1.358974358974359,80,N/A
N/A,N/A,N/A,N/A,N/A,0.6417910447761194
81,1.2264,4.05e-05,1.376068376068376,81,N/A
82,0.7984,4.1e-05,1.393162393162393,82,N/A
