Step,Loss,Learning Rate,Epoch,Global Step,accuracy,mean_precision
1,1.7553,5.000000000000001e-07,0.017094017094017096,1,N/A,N/A
2,1.6469,1.0000000000000002e-06,0.03418803418803419,2,N/A,N/A
3,1.492,1.5e-06,0.05128205128205128,3,N/A,N/A
4,1.6114,2.0000000000000003e-06,0.06837606837606838,4,N/A,N/A
5,1.6863,2.5e-06,0.08547008547008547,5,N/A,N/A
6,1.567,3e-06,0.10256410256410256,6,N/A,N/A
7,1.5528,3.5000000000000004e-06,0.11965811965811966,7,N/A,N/A
8,1.4855,4.000000000000001e-06,0.13675213675213677,8,N/A,N/A
9,1.5865,4.5e-06,0.15384615384615385,9,N/A,N/A
10,1.5218,5e-06,0.17094017094017094,10,N/A,N/A
11,1.6931,5.500000000000001e-06,0.18803418803418803,11,N/A,N/A
12,1.6132,6e-06,0.20512820512820512,12,N/A,N/A
13,1.5026,6.5000000000000004e-06,0.2222222222222222,13,N/A,N/A
14,1.5391,7.000000000000001e-06,0.23931623931623933,14,N/A,N/A
15,1.5405,7.5e-06,0.2564102564102564,15,N/A,N/A
16,1.6557,8.000000000000001e-06,0.27350427350427353,16,N/A,N/A
17,1.4902,8.500000000000002e-06,0.2905982905982906,17,N/A,N/A
18,1.5556,9e-06,0.3076923076923077,18,N/A,N/A
19,1.4189,9.5e-06,0.3247863247863248,19,N/A,N/A
20,1.3578,1e-05,0.3418803418803419,20,N/A,N/A
N/A,N/A,N/A,N/A,N/A,0.6343283582089553,0.593421332765595
21,1.5403,1.05e-05,0.358974358974359,21,N/A,N/A
22,1.4902,1.1000000000000001e-05,0.37606837606837606,22,N/A,N/A
23,1.4171,1.1500000000000002e-05,0.39316239316239315,23,N/A,N/A
24,1.3537,1.2e-05,0.41025641025641024,24,N/A,N/A
25,1.4349,1.25e-05,0.42735042735042733,25,N/A,N/A
26,1.1954,1.3000000000000001e-05,0.4444444444444444,26,N/A,N/A
27,1.2819,1.3500000000000001e-05,0.46153846153846156,27,N/A,N/A
28,1.2546,1.4000000000000001e-05,0.47863247863247865,28,N/A,N/A
29,1.0999,1.45e-05,0.49572649572649574,29,N/A,N/A
30,1.2231,1.5e-05,0.5128205128205128,30,N/A,N/A
31,1.3027,1.55e-05,0.5299145299145299,31,N/A,N/A
32,1.0624,1.6000000000000003e-05,0.5470085470085471,32,N/A,N/A
33,1.1295,1.65e-05,0.5641025641025641,33,N/A,N/A
34,1.0217,1.7000000000000003e-05,0.5811965811965812,34,N/A,N/A
35,0.8923,1.75e-05,0.5982905982905983,35,N/A,N/A
36,1.0027,1.8e-05,0.6153846153846154,36,N/A,N/A
37,1.1848,1.85e-05,0.6324786324786325,37,N/A,N/A
38,1.0418,1.9e-05,0.6495726495726496,38,N/A,N/A
39,0.9609,1.9500000000000003e-05,0.6666666666666666,39,N/A,N/A
40,1.1027,2e-05,0.6837606837606838,40,N/A,N/A
N/A,N/A,N/A,N/A,N/A,0.6268656716417911,0.5649480375340531
41,1.0717,2.05e-05,0.7008547008547008,41,N/A,N/A
42,0.9307,2.1e-05,0.717948717948718,42,N/A,N/A
43,1.0881,2.15e-05,0.7350427350427351,43,N/A,N/A
44,0.7834,2.2000000000000003e-05,0.7521367521367521,44,N/A,N/A
45,1.0302,2.25e-05,0.7692307692307693,45,N/A,N/A
46,0.9054,2.3000000000000003e-05,0.7863247863247863,46,N/A,N/A
47,0.7035,2.35e-05,0.8034188034188035,47,N/A,N/A
48,0.8337,2.4e-05,0.8205128205128205,48,N/A,N/A
49,0.7499,2.45e-05,0.8376068376068376,49,N/A,N/A
50,1.0331,2.5e-05,0.8547008547008547,50,N/A,N/A
51,0.7259,2.5500000000000003e-05,0.8717948717948718,51,N/A,N/A
52,0.648,2.6000000000000002e-05,0.8888888888888888,52,N/A,N/A
53,0.6087,2.6500000000000004e-05,0.905982905982906,53,N/A,N/A
54,0.6787,2.7000000000000002e-05,0.9230769230769231,54,N/A,N/A
55,0.571,2.7500000000000004e-05,0.9401709401709402,55,N/A,N/A
56,0.7385,2.8000000000000003e-05,0.9572649572649573,56,N/A,N/A
57,0.9165,2.8499999999999998e-05,0.9743589743589743,57,N/A,N/A
58,0.9477,2.9e-05,0.9914529914529915,58,N/A,N/A
59,0.3203,2.95e-05,1.0,59,N/A,N/A
60,0.4314,3e-05,1.017094017094017,60,N/A,N/A
N/A,N/A,N/A,N/A,N/A,0.9626865671641791,0.9599735449735449
61,0.4043,3.05e-05,1.0341880341880343,61,N/A,N/A
62,0.4749,3.1e-05,1.0512820512820513,62,N/A,N/A
63,0.4404,3.15e-05,1.0683760683760684,63,N/A,N/A
64,0.4199,3.2000000000000005e-05,1.0854700854700854,64,N/A,N/A
65,0.4643,3.2500000000000004e-05,1.1025641025641026,65,N/A,N/A
66,0.3695,3.3e-05,1.1196581196581197,66,N/A,N/A
67,0.3567,3.35e-05,1.1367521367521367,67,N/A,N/A
68,0.4468,3.4000000000000007e-05,1.1538461538461537,68,N/A,N/A
69,0.3419,3.45e-05,1.170940170940171,69,N/A,N/A
70,0.3541,3.5e-05,1.188034188034188,70,N/A,N/A
71,0.2951,3.55e-05,1.205128205128205,71,N/A,N/A
72,0.2967,3.6e-05,1.2222222222222223,72,N/A,N/A
73,0.2789,3.65e-05,1.2393162393162394,73,N/A,N/A
74,0.2173,3.7e-05,1.2564102564102564,74,N/A,N/A
75,0.3624,3.7500000000000003e-05,1.2735042735042734,75,N/A,N/A
76,0.1904,3.8e-05,1.2905982905982907,76,N/A,N/A
77,0.2075,3.85e-05,1.3076923076923077,77,N/A,N/A
78,0.1972,3.9000000000000006e-05,1.3247863247863247,78,N/A,N/A
