Step,Loss,Learning Rate,Epoch,Global Step,eval_accuracy
1,8.2294,5.000000000000001e-07,0.017094017094017096,1,N/A
2,7.5702,1.0000000000000002e-06,0.03418803418803419,2,N/A
3,6.4711,1.5e-06,0.05128205128205128,3,N/A
4,6.2682,2.0000000000000003e-06,0.06837606837606838,4,N/A
5,7.1947,2.5e-06,0.08547008547008547,5,N/A
6,6.464,3e-06,0.10256410256410256,6,N/A
7,7.1395,3.5000000000000004e-06,0.11965811965811966,7,N/A
8,7.5785,4.000000000000001e-06,0.13675213675213677,8,N/A
9,6.9378,4.5e-06,0.15384615384615385,9,N/A
10,6.6616,5e-06,0.17094017094017094,10,N/A
11,6.858,5.500000000000001e-06,0.18803418803418803,11,N/A
12,6.7893,6e-06,0.20512820512820512,12,N/A
13,6.5174,6.5000000000000004e-06,0.2222222222222222,13,N/A
14,6.1312,7.000000000000001e-06,0.23931623931623933,14,N/A
15,6.1359,7.5e-06,0.2564102564102564,15,N/A
16,6.7467,8.000000000000001e-06,0.27350427350427353,16,N/A
17,5.9728,8.500000000000002e-06,0.2905982905982906,17,N/A
18,6.0719,9e-06,0.3076923076923077,18,N/A
19,6.3049,9.5e-06,0.3247863247863248,19,N/A
20,5.648,1e-05,0.3418803418803419,20,N/A
N/A,N/A,N/A,N/A,N/A,0.17164179104477612
21,6.2588,1.05e-05,0.358974358974359,21,N/A
22,5.9926,1.1000000000000001e-05,0.37606837606837606,22,N/A
23,6.4175,1.1500000000000002e-05,0.39316239316239315,23,N/A
24,6.024,1.2e-05,0.41025641025641024,24,N/A
25,6.829,1.25e-05,0.42735042735042733,25,N/A
26,6.0164,1.3000000000000001e-05,0.4444444444444444,26,N/A
27,5.832,1.3500000000000001e-05,0.46153846153846156,27,N/A
28,5.378,1.4000000000000001e-05,0.47863247863247865,28,N/A
29,5.0356,1.45e-05,0.49572649572649574,29,N/A
30,4.6098,1.5e-05,0.5128205128205128,30,N/A
31,5.131,1.55e-05,0.5299145299145299,31,N/A
32,4.4095,1.6000000000000003e-05,0.5470085470085471,32,N/A
33,4.2804,1.65e-05,0.5641025641025641,33,N/A
34,4.5123,1.7000000000000003e-05,0.5811965811965812,34,N/A
35,3.955,1.75e-05,0.5982905982905983,35,N/A
36,2.3682,1.8e-05,0.6153846153846154,36,N/A
37,2.8604,1.85e-05,0.6324786324786325,37,N/A
38,2.2866,1.9e-05,0.6495726495726496,38,N/A
39,2.516,1.9500000000000003e-05,0.6666666666666666,39,N/A
40,2.058,2e-05,0.6837606837606838,40,N/A
N/A,N/A,N/A,N/A,N/A,0.9253731343283582
