Step,Loss,Learning Rate,Epoch,Global Step,eval_accuracy
104,0.0314,5.2000000000000004e-05,1.7692307692307692,104,N/A
105,0.0192,5.25e-05,1.7863247863247862,105,N/A
106,0.2136,5.300000000000001e-05,1.8034188034188035,106,N/A
107,0.1355,5.3500000000000006e-05,1.8205128205128205,107,N/A
108,0.2136,5.4000000000000005e-05,1.8376068376068377,108,N/A
109,0.0907,5.45e-05,1.8547008547008548,109,N/A
110,0.2061,5.500000000000001e-05,1.8717948717948718,110,N/A
111,0.4183,5.550000000000001e-05,1.8888888888888888,111,N/A
112,0.0701,5.6000000000000006e-05,1.9059829059829059,112,N/A
113,0.5844,5.65e-05,1.9230769230769231,113,N/A
114,0.6675,5.6999999999999996e-05,1.9401709401709402,114,N/A
115,0.0811,5.7499999999999995e-05,1.9572649572649574,115,N/A
116,0.1048,5.8e-05,1.9743589743589745,116,N/A
117,0.0271,5.85e-05,1.9914529914529915,117,N/A
118,0.055,5.9e-05,2.0,118,N/A
119,0.0875,5.95e-05,2.017094017094017,119,N/A
120,0.0256,6e-05,2.034188034188034,120,N/A
N/A,N/A,N/A,N/A,N/A,0.9776119402985075
121,0.1107,6.05e-05,2.051282051282051,121,N/A
122,0.0291,6.1e-05,2.0683760683760686,122,N/A
123,0.3547,6.15e-05,2.0854700854700856,123,N/A
124,0.017,6.2e-05,2.1025641025641026,124,N/A
125,0.0041,6.25e-05,2.1196581196581197,125,N/A
126,0.0367,6.3e-05,2.1367521367521367,126,N/A
127,0.389,6.35e-05,2.1538461538461537,127,N/A
128,0.258,6.400000000000001e-05,2.1709401709401708,128,N/A
129,0.004,6.450000000000001e-05,2.1880341880341883,129,N/A
130,0.0037,6.500000000000001e-05,2.2051282051282053,130,N/A
131,0.0221,6.55e-05,2.2222222222222223,131,N/A
132,0.244,6.6e-05,2.2393162393162394,132,N/A
133,0.3683,6.65e-05,2.2564102564102564,133,N/A
134,0.0102,6.7e-05,2.2735042735042734,134,N/A
135,0.1173,6.750000000000001e-05,2.2905982905982905,135,N/A
136,0.0045,6.800000000000001e-05,2.3076923076923075,136,N/A
137,0.0152,6.850000000000001e-05,2.324786324786325,137,N/A
138,0.0081,6.9e-05,2.341880341880342,138,N/A
139,0.075,6.95e-05,2.358974358974359,139,N/A
140,0.0918,7e-05,2.376068376068376,140,N/A
N/A,N/A,N/A,N/A,N/A,0.9701492537313433
141,0.0325,7.05e-05,2.393162393162393,141,N/A
142,0.2139,7.1e-05,2.41025641025641,142,N/A
143,0.2485,7.15e-05,2.427350427350427,143,N/A
144,0.2889,7.2e-05,2.4444444444444446,144,N/A
145,0.31,7.25e-05,2.4615384615384617,145,N/A
146,0.0044,7.3e-05,2.4786324786324787,146,N/A
147,0.002,7.35e-05,2.4957264957264957,147,N/A
148,0.1508,7.4e-05,2.5128205128205128,148,N/A
149,0.136,7.450000000000001e-05,2.52991452991453,149,N/A
150,0.0712,7.500000000000001e-05,2.547008547008547,150,N/A
151,0.1102,7.55e-05,2.564102564102564,151,N/A
152,0.2615,7.6e-05,2.5811965811965814,152,N/A
153,0.2687,7.65e-05,2.5982905982905984,153,N/A
154,0.0018,7.7e-05,2.6153846153846154,154,N/A
155,0.1987,7.75e-05,2.6324786324786325,155,N/A
156,0.0231,7.800000000000001e-05,2.6495726495726495,156,N/A
157,0.0144,7.850000000000001e-05,2.6666666666666665,157,N/A
158,0.0581,7.900000000000001e-05,2.683760683760684,158,N/A
159,0.0004,7.950000000000001e-05,2.700854700854701,159,N/A
160,0.2618,8e-05,2.717948717948718,160,N/A
N/A,N/A,N/A,N/A,N/A,0.9925373134328358
161,0.0227,8.05e-05,2.735042735042735,161,N/A
162,0.061,8.1e-05,2.752136752136752,162,N/A
163,0.4286,8.15e-05,2.769230769230769,163,N/A
164,0.5961,8.2e-05,2.786324786324786,164,N/A
165,0.1685,8.25e-05,2.8034188034188032,165,N/A
166,0.2348,8.3e-05,2.8205128205128203,166,N/A
167,0.0672,8.35e-05,2.8376068376068377,167,N/A
168,0.0031,8.4e-05,2.8547008547008548,168,N/A
169,0.0054,8.450000000000001e-05,2.871794871794872,169,N/A
170,0.0369,8.5e-05,2.888888888888889,170,N/A
171,0.0006,8.55e-05,2.905982905982906,171,N/A
172,0.0015,8.6e-05,2.9230769230769234,172,N/A
173,0.001,8.65e-05,2.9401709401709404,173,N/A
174,0.198,8.7e-05,2.9572649572649574,174,N/A
175,0.011,8.75e-05,2.9743589743589745,175,N/A
176,0.0056,8.800000000000001e-05,2.9914529914529915,176,N/A
177,0.0003,8.850000000000001e-05,3.0,177,N/A
178,0.0132,8.900000000000001e-05,3.017094017094017,178,N/A
179,0.0068,8.950000000000001e-05,3.034188034188034,179,N/A
180,0.0074,9e-05,3.051282051282051,180,N/A
N/A,N/A,N/A,N/A,N/A,0.9850746268656716
181,0.0029,9.05e-05,3.0683760683760686,181,N/A
182,0.0012,9.1e-05,3.0854700854700856,182,N/A
183,0.0016,9.15e-05,3.1025641025641026,183,N/A
184,0.0058,9.200000000000001e-05,3.1196581196581197,184,N/A
185,0.1624,9.250000000000001e-05,3.1367521367521367,185,N/A
186,0.0258,9.300000000000001e-05,3.1538461538461537,186,N/A
187,0.1417,9.350000000000001e-05,3.1709401709401708,187,N/A
188,0.0036,9.4e-05,3.1880341880341883,188,N/A
189,0.0005,9.449999999999999e-05,3.2051282051282053,189,N/A
190,0.0742,9.5e-05,3.2222222222222223,190,N/A
191,0.0003,9.55e-05,3.2393162393162394,191,N/A
192,0.0159,9.6e-05,3.2564102564102564,192,N/A
193,0.082,9.65e-05,3.2735042735042734,193,N/A
194,0.0125,9.7e-05,3.2905982905982905,194,N/A
195,0.2927,9.75e-05,3.3076923076923075,195,N/A
196,0.0026,9.8e-05,3.324786324786325,196,N/A
197,0.0003,9.850000000000001e-05,3.341880341880342,197,N/A
198,0.0089,9.900000000000001e-05,3.358974358974359,198,N/A
199,0.1928,9.95e-05,3.376068376068376,199,N/A
200,0.0039,0.0001,3.393162393162393,200,N/A
N/A,N/A,N/A,N/A,N/A,0.9925373134328358
201,0.003,9.687500000000001e-05,3.41025641025641,201,N/A
202,0.0002,9.375e-05,3.427350427350427,202,N/A
203,0.002,9.062500000000001e-05,3.4444444444444446,203,N/A
204,0.0001,8.75e-05,3.4615384615384617,204,N/A
205,0.0012,8.4375e-05,3.4786324786324787,205,N/A
206,0.0,8.125000000000001e-05,3.4957264957264957,206,N/A
207,0.0003,7.8125e-05,3.5128205128205128,207,N/A
208,0.0003,7.500000000000001e-05,3.52991452991453,208,N/A
209,0.0008,7.1875e-05,3.547008547008547,209,N/A
210,0.0001,6.875e-05,3.564102564102564,210,N/A
211,0.0,6.562500000000001e-05,3.5811965811965814,211,N/A
212,0.0,6.25e-05,3.5982905982905984,212,N/A
213,0.4722,5.9375e-05,3.6153846153846154,213,N/A
214,0.5993,5.6250000000000005e-05,3.6324786324786325,214,N/A
215,0.0,5.3125000000000004e-05,3.6495726495726495,215,N/A
216,0.5529,5e-05,3.6666666666666665,216,N/A
217,0.0,4.6875e-05,3.683760683760684,217,N/A
218,0.0,4.375e-05,3.700854700854701,218,N/A
219,0.0438,4.0625000000000005e-05,3.717948717948718,219,N/A
220,0.0003,3.7500000000000003e-05,3.735042735042735,220,N/A
N/A,N/A,N/A,N/A,N/A,0.9925373134328358
221,0.0006,3.4375e-05,3.752136752136752,221,N/A
222,0.0,3.125e-05,3.769230769230769,222,N/A
223,0.003,2.8125000000000003e-05,3.786324786324786,223,N/A
224,0.0461,2.5e-05,3.8034188034188032,224,N/A
225,0.0,2.1875e-05,3.8205128205128203,225,N/A
226,0.0011,1.8750000000000002e-05,3.8376068376068377,226,N/A
227,0.0,1.5625e-05,3.8547008547008548,227,N/A
228,0.0,1.25e-05,3.871794871794872,228,N/A
229,0.0,9.375000000000001e-06,3.888888888888889,229,N/A
230,0.012,6.25e-06,3.905982905982906,230,N/A
231,0.0027,3.125e-06,3.9230769230769234,231,N/A
232,0.1112,0.0,3.9401709401709404,232,N/A
N/A,N/A,N/A,N/A,N/A,0.9887640449438202
N/A,N/A,N/A,N/A,N/A,0.8043478260869565
