Step,Loss,Learning Rate,Epoch,Global Step
179,0.3162,8.950000000000001e-05,3.034188034188034,179
180,0.0258,9e-05,3.051282051282051,180
181,0.0326,9.05e-05,3.0683760683760686,181
182,0.0152,9.1e-05,3.0854700854700856,182
183,0.0165,9.15e-05,3.1025641025641026,183
184,0.0197,9.200000000000001e-05,3.1196581196581197,184
185,0.1933,9.250000000000001e-05,3.1367521367521367,185
186,0.1528,9.300000000000001e-05,3.1538461538461537,186
187,0.2968,9.350000000000001e-05,3.1709401709401708,187
188,0.024,9.4e-05,3.1880341880341883,188
189,0.0564,9.449999999999999e-05,3.2051282051282053,189
190,0.3508,9.5e-05,3.2222222222222223,190
191,0.0025,9.55e-05,3.2393162393162394,191
192,0.7202,9.6e-05,3.2564102564102564,192
193,0.5247,9.65e-05,3.2735042735042734,193
194,0.725,9.7e-05,3.2905982905982905,194
195,0.9086,9.75e-05,3.3076923076923075,195
196,0.1125,9.8e-05,3.324786324786325,196
197,0.0577,9.850000000000001e-05,3.341880341880342,197
198,0.0922,9.900000000000001e-05,3.358974358974359,198
199,0.021,9.95e-05,3.376068376068376,199
200,0.0422,0.0001,3.393162393162393,200
201,0.1309,9.973684210526316e-05,3.41025641025641,201
202,0.5176,9.947368421052632e-05,3.427350427350427,202
203,0.5185,9.921052631578947e-05,3.4444444444444446,203
204,0.007,9.894736842105263e-05,3.4615384615384617,204
205,0.0997,9.868421052631579e-05,3.4786324786324787,205
206,0.0721,9.842105263157894e-05,3.4957264957264957,206
207,0.1282,9.815789473684211e-05,3.5128205128205128,207
208,0.0464,9.789473684210527e-05,3.52991452991453,208
209,0.18,9.763157894736843e-05,3.547008547008547,209
210,0.0071,9.736842105263158e-05,3.564102564102564,210
211,0.0022,9.710526315789474e-05,3.5811965811965814,211
212,0.0082,9.68421052631579e-05,3.5982905982905984,212
213,0.5006,9.657894736842105e-05,3.6153846153846154,213
214,0.183,9.631578947368421e-05,3.6324786324786325,214
215,0.1516,9.605263157894737e-05,3.6495726495726495,215
216,0.3895,9.578947368421052e-05,3.6666666666666665,216
217,0.0112,9.552631578947369e-05,3.683760683760684,217
218,0.0922,9.526315789473685e-05,3.700854700854701,218
219,0.0052,9.5e-05,3.717948717948718,219
220,0.0654,9.473684210526316e-05,3.735042735042735,220
221,0.088,9.447368421052633e-05,3.752136752136752,221
222,0.0022,9.421052631578949e-05,3.769230769230769,222
223,0.0104,9.394736842105264e-05,3.786324786324786,223
224,0.0164,9.36842105263158e-05,3.8034188034188032,224
225,0.0042,9.342105263157896e-05,3.8205128205128203,225
226,0.4597,9.315789473684211e-05,3.8376068376068377,226
227,0.0029,9.289473684210527e-05,3.8547008547008548,227
228,0.0081,9.263157894736843e-05,3.871794871794872,228
229,0.4601,9.236842105263158e-05,3.888888888888889,229
230,0.047,9.210526315789474e-05,3.905982905982906,230
231,0.0018,9.18421052631579e-05,3.9230769230769234,231
232,0.0034,9.157894736842105e-05,3.9401709401709404,232
233,0.6096,9.131578947368421e-05,3.9572649572649574,233
234,0.0079,9.105263157894738e-05,3.9743589743589745,234
235,0.0006,9.078947368421054e-05,3.9914529914529915,235
236,0.0001,9.052631578947369e-05,4.0,236
237,0.0002,9.026315789473685e-05,4.017094017094017,237
238,0.3903,9e-05,4.034188034188034,238
239,0.0149,8.973684210526316e-05,4.051282051282051,239
240,0.6347,8.947368421052632e-05,4.068376068376068,240
241,0.0023,8.921052631578948e-05,4.085470085470085,241
242,0.2565,8.894736842105263e-05,4.102564102564102,242
243,0.0008,8.868421052631579e-05,4.119658119658119,243
244,0.0287,8.842105263157894e-05,4.136752136752137,244
245,0.0077,8.81578947368421e-05,4.153846153846154,245
246,0.0081,8.789473684210526e-05,4.170940170940171,246
247,0.0115,8.763157894736841e-05,4.188034188034188,247
248,0.0008,8.736842105263158e-05,4.205128205128205,248
249,0.0701,8.710526315789474e-05,4.222222222222222,249
250,0.0002,8.68421052631579e-05,4.239316239316239,250
251,0.0005,8.657894736842105e-05,4.256410256410256,251
252,0.2001,8.631578947368421e-05,4.273504273504273,252
253,0.0019,8.605263157894738e-05,4.2905982905982905,253
254,0.4677,8.578947368421054e-05,4.3076923076923075,254
255,0.0012,8.552631578947369e-05,4.3247863247863245,255
256,0.0005,8.526315789473685e-05,4.3418803418803416,256
257,0.0001,8.5e-05,4.358974358974359,257
258,0.0001,8.473684210526316e-05,4.3760683760683765,258
259,0.0001,8.447368421052632e-05,4.3931623931623935,259
260,0.7838,8.421052631578948e-05,4.410256410256411,260
261,0.0001,8.394736842105263e-05,4.427350427350428,261
262,0.4299,8.36842105263158e-05,4.444444444444445,262
263,0.1442,8.342105263157896e-05,4.461538461538462,263
264,0.0006,8.315789473684212e-05,4.478632478632479,264
265,0.015,8.289473684210527e-05,4.495726495726496,265
266,0.004,8.263157894736843e-05,4.512820512820513,266
267,0.0015,8.236842105263158e-05,4.52991452991453,267
268,0.0026,8.210526315789474e-05,4.547008547008547,268
269,0.0086,8.18421052631579e-05,4.564102564102564,269
270,0.0022,8.157894736842105e-05,4.581196581196581,270
271,0.4437,8.131578947368421e-05,4.598290598290598,271
272,0.022,8.105263157894737e-05,4.615384615384615,272
273,0.011,8.078947368421052e-05,4.632478632478632,273
274,0.0839,8.052631578947368e-05,4.64957264957265,274
275,0.0005,8.026315789473685e-05,4.666666666666667,275
276,0.0007,8e-05,4.683760683760684,276
277,0.0005,7.973684210526316e-05,4.700854700854701,277
278,0.0013,7.947368421052632e-05,4.717948717948718,278
279,0.0044,7.921052631578948e-05,4.735042735042735,279
280,0.0003,7.894736842105263e-05,4.752136752136752,280
281,0.2583,7.868421052631579e-05,4.769230769230769,281
282,0.459,7.842105263157895e-05,4.786324786324786,282
283,0.0002,7.81578947368421e-05,4.803418803418803,283
284,0.0003,7.789473684210526e-05,4.82051282051282,284
285,0.0001,7.763157894736843e-05,4.837606837606837,285
286,0.0001,7.736842105263159e-05,4.854700854700854,286
287,0.0015,7.710526315789474e-05,4.871794871794872,287
288,0.0095,7.68421052631579e-05,4.888888888888889,288
289,0.0012,7.657894736842105e-05,4.905982905982906,289
290,0.0444,7.631578947368422e-05,4.923076923076923,290
291,0.3049,7.605263157894738e-05,4.94017094017094,291
292,0.0004,7.578947368421054e-05,4.957264957264957,292
293,0.0004,7.55263157894737e-05,4.9743589743589745,293
294,0.1293,7.526315789473685e-05,4.9914529914529915,294
295,0.0006,7.500000000000001e-05,5.0,295
296,0.235,7.473684210526316e-05,5.017094017094017,296
297,0.0076,7.447368421052632e-05,5.034188034188034,297
298,0.3419,7.421052631578948e-05,5.051282051282051,298
299,0.001,7.394736842105263e-05,5.068376068376068,299
300,0.009,7.368421052631579e-05,5.085470085470085,300
301,0.0007,7.342105263157895e-05,5.102564102564102,301
302,0.0005,7.315789473684212e-05,5.119658119658119,302
303,0.0225,7.289473684210527e-05,5.136752136752137,303
304,0.0015,7.263157894736843e-05,5.153846153846154,304
305,0.0004,7.236842105263159e-05,5.170940170940171,305
306,0.0005,7.210526315789474e-05,5.188034188034188,306
307,0.0004,7.18421052631579e-05,5.205128205128205,307
308,0.004,7.157894736842105e-05,5.222222222222222,308
309,0.0003,7.131578947368421e-05,5.239316239316239,309
310,0.0001,7.105263157894737e-05,5.256410256410256,310
311,0.0001,7.078947368421052e-05,5.273504273504273,311
312,0.2139,7.052631578947368e-05,5.2905982905982905,312
313,0.0002,7.026315789473684e-05,5.3076923076923075,313
314,0.0474,7e-05,5.3247863247863245,314
315,0.0001,6.973684210526315e-05,5.3418803418803416,315
316,0.0013,6.947368421052632e-05,5.358974358974359,316
317,0.0005,6.921052631578948e-05,5.3760683760683765,317
318,0.0001,6.894736842105263e-05,5.3931623931623935,318
319,0.0006,6.868421052631579e-05,5.410256410256411,319
320,0.0028,6.842105263157895e-05,5.427350427350428,320
321,0.0,6.81578947368421e-05,5.444444444444445,321
322,0.0,6.789473684210527e-05,5.461538461538462,322
323,0.0001,6.763157894736843e-05,5.478632478632479,323
324,0.0,6.736842105263159e-05,5.495726495726496,324
325,0.0001,6.710526315789474e-05,5.512820512820513,325
326,0.5171,6.68421052631579e-05,5.52991452991453,326
327,0.0002,6.657894736842106e-05,5.547008547008547,327
328,0.0006,6.631578947368421e-05,5.564102564102564,328
329,0.0001,6.605263157894738e-05,5.581196581196581,329
330,0.0001,6.578947368421054e-05,5.598290598290598,330
331,0.09,6.55263157894737e-05,5.615384615384615,331
332,0.4834,6.526315789473685e-05,5.632478632478632,332
333,0.0001,6.500000000000001e-05,5.64957264957265,333
334,0.0001,6.473684210526316e-05,5.666666666666667,334
335,0.2119,6.447368421052632e-05,5.683760683760684,335
336,0.3403,6.421052631578948e-05,5.700854700854701,336
337,0.0,6.394736842105263e-05,5.717948717948718,337
338,0.0,6.368421052631579e-05,5.735042735042735,338
339,0.0001,6.342105263157895e-05,5.752136752136752,339
340,0.0003,6.31578947368421e-05,5.769230769230769,340
341,0.0009,6.289473684210526e-05,5.786324786324786,341
342,0.0007,6.263157894736842e-05,5.803418803418803,342
343,0.0002,6.236842105263159e-05,5.82051282051282,343
344,0.0007,6.210526315789474e-05,5.837606837606837,344
345,0.0001,6.18421052631579e-05,5.854700854700854,345
346,0.0007,6.157894736842106e-05,5.871794871794872,346
347,0.0,6.131578947368421e-05,5.888888888888889,347
348,0.3478,6.105263157894737e-05,5.905982905982906,348
349,0.0736,6.078947368421053e-05,5.923076923076923,349
350,0.0001,6.052631578947369e-05,5.94017094017094,350
351,0.0,6.0263157894736845e-05,5.957264957264957,351
352,0.0,6e-05,5.9743589743589745,352
353,0.0001,5.973684210526316e-05,5.9914529914529915,353
354,0.0001,5.9473684210526315e-05,6.0,354
355,0.0001,5.921052631578947e-05,6.017094017094017,355
356,0.0031,5.894736842105263e-05,6.034188034188034,356
357,0.0247,5.86842105263158e-05,6.051282051282051,357
358,0.0,5.8421052631578954e-05,6.068376068376068,358
359,0.0,5.815789473684211e-05,6.085470085470085,359
360,0.0001,5.789473684210527e-05,6.102564102564102,360
361,0.0001,5.7631578947368423e-05,6.119658119658119,361
362,0.0,5.736842105263158e-05,6.136752136752137,362
363,0.0001,5.7105263157894736e-05,6.153846153846154,363
364,0.0001,5.68421052631579e-05,6.170940170940171,364
365,0.0002,5.6578947368421056e-05,6.188034188034188,365
366,0.0,5.631578947368421e-05,6.205128205128205,366
367,0.0001,5.605263157894737e-05,6.222222222222222,367
368,0.0004,5.5789473684210526e-05,6.239316239316239,368
369,0.0,5.552631578947368e-05,6.256410256410256,369
370,0.0012,5.526315789473685e-05,6.273504273504273,370
371,0.0001,5.500000000000001e-05,6.2905982905982905,371
372,0.0003,5.4736842105263165e-05,6.3076923076923075,372
373,0.0,5.447368421052632e-05,6.3247863247863245,373
374,0.0001,5.421052631578948e-05,6.3418803418803416,374
375,0.0005,5.3947368421052635e-05,6.358974358974359,375
376,0.0002,5.368421052631579e-05,6.3760683760683765,376
377,0.0001,5.342105263157895e-05,6.3931623931623935,377
378,0.0001,5.3157894736842104e-05,6.410256410256411,378
379,0.0539,5.289473684210526e-05,6.427350427350428,379
380,0.0,5.2631578947368424e-05,6.444444444444445,380
381,0.0,5.236842105263158e-05,6.461538461538462,381
382,0.0,5.210526315789474e-05,6.478632478632479,382
383,0.0,5.1842105263157893e-05,6.495726495726496,383
384,0.0001,5.157894736842106e-05,6.512820512820513,384
385,0.2322,5.131578947368422e-05,6.52991452991453,385
386,0.0,5.1052631578947376e-05,6.547008547008547,386
387,0.0,5.078947368421053e-05,6.564102564102564,387
388,0.0001,5.052631578947369e-05,6.581196581196581,388
389,0.0,5.0263157894736846e-05,6.598290598290598,389
390,0.0001,5e-05,6.615384615384615,390
391,0.0002,4.973684210526316e-05,6.632478632478632,391
392,0.0002,4.9473684210526315e-05,6.64957264957265,392
393,0.3259,4.921052631578947e-05,6.666666666666667,393
394,0.0006,4.8947368421052635e-05,6.683760683760684,394
395,0.0006,4.868421052631579e-05,6.700854700854701,395
396,0.0,4.842105263157895e-05,6.717948717948718,396
397,0.0003,4.8157894736842105e-05,6.735042735042735,397
398,0.0,4.789473684210526e-05,6.752136752136752,398
399,0.0,4.7631578947368424e-05,6.769230769230769,399
400,0.0,4.736842105263158e-05,6.786324786324786,400
401,0.0,4.7105263157894744e-05,6.803418803418803,401
402,0.0001,4.68421052631579e-05,6.82051282051282,402
403,0.0,4.657894736842106e-05,6.837606837606837,403
404,0.0,4.6315789473684214e-05,6.854700854700854,404
405,0.0,4.605263157894737e-05,6.871794871794872,405
406,0.0004,4.5789473684210527e-05,6.888888888888889,406
407,0.0001,4.552631578947369e-05,6.905982905982906,407
408,0.2864,4.5263157894736846e-05,6.923076923076923,408
409,0.2285,4.5e-05,6.94017094017094,409
410,0.0,4.473684210526316e-05,6.957264957264957,410
411,0.0,4.4473684210526316e-05,6.9743589743589745,411
412,0.0001,4.421052631578947e-05,6.9914529914529915,412
413,0.0,4.394736842105263e-05,7.0,413
414,0.0001,4.368421052631579e-05,7.017094017094017,414
415,0.0613,4.342105263157895e-05,7.034188034188034,415
416,0.0001,4.3157894736842105e-05,7.051282051282051,416
417,0.0001,4.289473684210527e-05,7.068376068376068,417
418,0.0,4.2631578947368425e-05,7.085470085470085,418
419,0.0,4.236842105263158e-05,7.102564102564102,419
420,0.0001,4.210526315789474e-05,7.119658119658119,420
421,0.0005,4.18421052631579e-05,7.136752136752137,421
422,0.0001,4.157894736842106e-05,7.153846153846154,422
423,0.0002,4.1315789473684214e-05,7.170940170940171,423
424,0.0,4.105263157894737e-05,7.188034188034188,424
425,0.0001,4.078947368421053e-05,7.205128205128205,425
426,0.0153,4.0526315789473684e-05,7.222222222222222,426
427,0.0001,4.026315789473684e-05,7.239316239316239,427
428,0.0478,4e-05,7.256410256410256,428
429,0.0007,3.973684210526316e-05,7.273504273504273,429
430,0.0,3.9473684210526316e-05,7.2905982905982905,430
431,0.0,3.921052631578947e-05,7.3076923076923075,431
432,0.0,3.894736842105263e-05,7.3247863247863245,432
433,0.0001,3.868421052631579e-05,7.3418803418803416,433
434,0.0001,3.842105263157895e-05,7.358974358974359,434
435,0.0308,3.815789473684211e-05,7.3760683760683765,435
436,0.0004,3.789473684210527e-05,7.3931623931623935,436
437,0.0,3.7631578947368425e-05,7.410256410256411,437
438,0.0,3.736842105263158e-05,7.427350427350428,438
439,0.0,3.710526315789474e-05,7.444444444444445,439
440,0.0,3.6842105263157895e-05,7.461538461538462,440
441,0.0,3.657894736842106e-05,7.478632478632479,441
442,0.0,3.6315789473684214e-05,7.495726495726496,442
443,0.0,3.605263157894737e-05,7.512820512820513,443
444,0.0,3.578947368421053e-05,7.52991452991453,444
445,0.0,3.5526315789473684e-05,7.547008547008547,445
446,0.0,3.526315789473684e-05,7.564102564102564,446
447,0.0,3.5e-05,7.581196581196581,447
448,0.0,3.473684210526316e-05,7.598290598290598,448
449,0.0,3.447368421052632e-05,7.615384615384615,449
450,0.0036,3.421052631578947e-05,7.632478632478632,450
451,0.0,3.3947368421052636e-05,7.64957264957265,451
452,0.0,3.368421052631579e-05,7.666666666666667,452
453,0.0,3.342105263157895e-05,7.683760683760684,453
454,0.0,3.3157894736842106e-05,7.700854700854701,454
455,0.0001,3.289473684210527e-05,7.717948717948718,455
456,0.002,3.2631578947368426e-05,7.735042735042735,456
457,0.0,3.236842105263158e-05,7.752136752136752,457
458,0.0,3.210526315789474e-05,7.769230769230769,458
459,0.0001,3.1842105263157895e-05,7.786324786324786,459
460,0.0,3.157894736842105e-05,7.803418803418803,460
461,0.0,3.131578947368421e-05,7.82051282051282,461
462,0.0004,3.105263157894737e-05,7.837606837606837,462
463,0.0,3.078947368421053e-05,7.854700854700854,463
464,0.0,3.0526315789473684e-05,7.871794871794872,464
465,0.0001,3.0263157894736844e-05,7.888888888888889,465
466,0.0004,3e-05,7.905982905982906,466
467,0.0001,2.9736842105263157e-05,7.923076923076923,467
468,0.0,2.9473684210526314e-05,7.94017094017094,468
469,0.0001,2.9210526315789477e-05,7.957264957264957,469
470,0.0,2.8947368421052634e-05,7.9743589743589745,470
471,0.0,2.868421052631579e-05,7.9914529914529915,471
472,0.0,2.842105263157895e-05,8.0,472
473,0.0001,2.8157894736842106e-05,8.017094017094017,473
474,0.0,2.7894736842105263e-05,8.034188034188034,474
475,0.0,2.7631578947368426e-05,8.051282051282051,475
476,0.0,2.7368421052631583e-05,8.068376068376068,476
477,0.0,2.710526315789474e-05,8.085470085470085,477
478,0.0,2.6842105263157896e-05,8.102564102564102,478
479,0.0,2.6578947368421052e-05,8.11965811965812,479
480,0.0,2.6315789473684212e-05,8.136752136752136,480
481,0.0,2.605263157894737e-05,8.153846153846153,481
482,0.0,2.578947368421053e-05,8.17094017094017,482
483,0.0,2.5526315789473688e-05,8.188034188034187,483
484,0.0,2.5263157894736845e-05,8.205128205128204,484
485,0.0007,2.5e-05,8.222222222222221,485
486,0.0,2.4736842105263158e-05,8.239316239316238,486
487,0.0,2.4473684210526318e-05,8.256410256410255,487
488,0.0001,2.4210526315789474e-05,8.273504273504274,488
489,0.0,2.394736842105263e-05,8.290598290598291,489
490,0.0,2.368421052631579e-05,8.307692307692308,490
491,0.0,2.342105263157895e-05,8.324786324786325,491
492,0.0002,2.3157894736842107e-05,8.341880341880342,492
493,0.0,2.2894736842105263e-05,8.35897435897436,493
494,0.0,2.2631578947368423e-05,8.376068376068377,494
495,0.0,2.236842105263158e-05,8.393162393162394,495
496,0.0,2.2105263157894736e-05,8.41025641025641,496
497,0.0,2.1842105263157896e-05,8.427350427350428,497
498,0.0,2.1578947368421053e-05,8.444444444444445,498
499,0.0,2.1315789473684212e-05,8.461538461538462,499
500,0.0001,2.105263157894737e-05,8.478632478632479,500
501,0.0,2.078947368421053e-05,8.495726495726496,501
502,0.0,2.0526315789473685e-05,8.512820512820513,502
503,0.0,2.0263157894736842e-05,8.52991452991453,503
504,0.0,2e-05,8.547008547008547,504
505,0.0,1.9736842105263158e-05,8.564102564102564,505
506,0.0,1.9473684210526315e-05,8.581196581196581,506
507,0.0,1.9210526315789474e-05,8.598290598290598,507
508,0.0,1.8947368421052634e-05,8.615384615384615,508
509,0.0,1.868421052631579e-05,8.632478632478632,509
510,0.0,1.8421052631578947e-05,8.649572649572649,510
511,0.0,1.8157894736842107e-05,8.666666666666666,511
512,0.0,1.7894736842105264e-05,8.683760683760683,512
513,0.0,1.763157894736842e-05,8.7008547008547,513
514,0.0002,1.736842105263158e-05,8.717948717948717,514
