Step,Loss,Learning Rate,Epoch,Global Step,accuracy,mean_precision
1,3.512,5.000000000000001e-07,0.017094017094017096,1,N/A,N/A
2,2.6591,1.0000000000000002e-06,0.03418803418803419,2,N/A,N/A
3,3.4624,1.5e-06,0.05128205128205128,3,N/A,N/A
4,1.9324,2.0000000000000003e-06,0.06837606837606838,4,N/A,N/A
5,3.1378,2.5e-06,0.08547008547008547,5,N/A,N/A
6,2.3763,3e-06,0.10256410256410256,6,N/A,N/A
7,3.0066,3.5000000000000004e-06,0.11965811965811966,7,N/A,N/A
8,2.8003,4.000000000000001e-06,0.13675213675213677,8,N/A,N/A
9,3.0325,4.5e-06,0.15384615384615385,9,N/A,N/A
10,3.0935,5e-06,0.17094017094017094,10,N/A,N/A
11,2.5744,5.500000000000001e-06,0.18803418803418803,11,N/A,N/A
12,2.6576,6e-06,0.20512820512820512,12,N/A,N/A
13,2.3626,6.5000000000000004e-06,0.2222222222222222,13,N/A,N/A
14,3.0587,7.000000000000001e-06,0.23931623931623933,14,N/A,N/A
15,1.9472,7.5e-06,0.2564102564102564,15,N/A,N/A
16,2.7458,8.000000000000001e-06,0.27350427350427353,16,N/A,N/A
17,2.983,8.500000000000002e-06,0.2905982905982906,17,N/A,N/A
18,2.9453,9e-06,0.3076923076923077,18,N/A,N/A
19,2.2821,9.5e-06,0.3247863247863248,19,N/A,N/A
20,3.314,1e-05,0.3418803418803419,20,N/A,N/A
N/A,N/A,N/A,N/A,N/A,0.1417910447761194,0.048021934978456714
21,2.4621,1.05e-05,0.358974358974359,21,N/A,N/A
22,2.3332,1.1000000000000001e-05,0.37606837606837606,22,N/A,N/A
23,2.0381,1.1500000000000002e-05,0.39316239316239315,23,N/A,N/A
24,1.4906,1.2e-05,0.41025641025641024,24,N/A,N/A
25,2.0944,1.25e-05,0.42735042735042733,25,N/A,N/A
26,1.655,1.3000000000000001e-05,0.4444444444444444,26,N/A,N/A
27,1.6141,1.3500000000000001e-05,0.46153846153846156,27,N/A,N/A
28,1.938,1.4000000000000001e-05,0.47863247863247865,28,N/A,N/A
29,1.9282,1.45e-05,0.49572649572649574,29,N/A,N/A
30,1.7213,1.5e-05,0.5128205128205128,30,N/A,N/A
31,1.856,1.55e-05,0.5299145299145299,31,N/A,N/A
32,1.7242,1.6000000000000003e-05,0.5470085470085471,32,N/A,N/A
33,1.5897,1.65e-05,0.5641025641025641,33,N/A,N/A
34,1.7017,1.7000000000000003e-05,0.5811965811965812,34,N/A,N/A
35,1.7206,1.75e-05,0.5982905982905983,35,N/A,N/A
36,1.6244,1.8e-05,0.6153846153846154,36,N/A,N/A
37,1.6337,1.85e-05,0.6324786324786325,37,N/A,N/A
38,1.5561,1.9e-05,0.6495726495726496,38,N/A,N/A
39,1.4229,1.9500000000000003e-05,0.6666666666666666,39,N/A,N/A
40,1.4115,2e-05,0.6837606837606838,40,N/A,N/A
N/A,N/A,N/A,N/A,N/A,0.26865671641791045,0.3363979569176105
41,1.6326,2.05e-05,0.7008547008547008,41,N/A,N/A
42,1.5274,2.1e-05,0.717948717948718,42,N/A,N/A
43,1.526,2.15e-05,0.7350427350427351,43,N/A,N/A
44,1.5847,2.2000000000000003e-05,0.7521367521367521,44,N/A,N/A
45,1.4004,2.25e-05,0.7692307692307693,45,N/A,N/A
46,1.3917,2.3000000000000003e-05,0.7863247863247863,46,N/A,N/A
47,1.3345,2.35e-05,0.8034188034188035,47,N/A,N/A
48,1.3326,2.4e-05,0.8205128205128205,48,N/A,N/A
49,1.2805,2.45e-05,0.8376068376068376,49,N/A,N/A
50,1.4624,2.5e-05,0.8547008547008547,50,N/A,N/A
51,1.3418,2.5500000000000003e-05,0.8717948717948718,51,N/A,N/A
52,1.3047,2.6000000000000002e-05,0.8888888888888888,52,N/A,N/A
53,1.2477,2.6500000000000004e-05,0.905982905982906,53,N/A,N/A
54,1.4667,2.7000000000000002e-05,0.9230769230769231,54,N/A,N/A
55,1.2498,2.7500000000000004e-05,0.9401709401709402,55,N/A,N/A
56,1.2171,2.8000000000000003e-05,0.9572649572649573,56,N/A,N/A
57,1.2474,2.8499999999999998e-05,0.9743589743589743,57,N/A,N/A
58,1.3276,2.9e-05,0.9914529914529915,58,N/A,N/A
59,0.7574,2.95e-05,1.0,59,N/A,N/A
60,1.1542,3e-05,1.017094017094017,60,N/A,N/A
N/A,N/A,N/A,N/A,N/A,0.5522388059701493,0.5526611739514966
61,1.3125,3.05e-05,1.0341880341880343,61,N/A,N/A
62,1.0638,3.1e-05,1.0512820512820513,62,N/A,N/A
63,1.1697,3.15e-05,1.0683760683760684,63,N/A,N/A
